Year,Rank,Company,Leadership,Country,Defense_Revenue_From_A_Year_Ago,Defense_Revenue_From_Two_Years_Ago,%Defense Revenue Change,Total Revenue,%of Revenue from Defence
2009,1,Lockheed Martin,"Robert Stevens, Chairman, President and CEO",U.S.,39550,38513,3,42731,92.5
2009,2,BAE Systems,"Ian King, CEO",U.K.,32667,29800,10,34351,95.1
2009,3,Boeing,"W. James McNerney, Chairman, President and CEO",U.S.,31082,31175,0,60909,51
2009,4,Northrop Grumman,"Ro-ld Sugar, Chairman and CEO",U.S.,26579,24497,8,33887,78.4
2009,5,General Dy-mics,"Jay Johnson, President and CEO",U.S.,22854,21519,6,29300,78
2009,6,Raytheon,"William Swanson, Chairman and CEO",U.S.,21551.8,19809.9,9,23174,93
2009,7,EADS,"Louis Gallois, CEO",Netherlands,16206.6,12241.3,32,63639.4,25.5
2009,8,L-3 Communications,"Michael Strianese, Chairman, President and CEO",U.S.,12159,11239,8,14901,81.6
2009,9,Finmeccanica,"PierFrancesco Guarguaglini, President and CEO",Italy,10219,9861,4,22119,46.2
2009,10,United Technologies,"Louis R. ChÃªnevert, President and CEO",U.S.,9975.8,8761.4,14,58681,17
2009,11,Thales,"Luc Vigneron, Chairman and CEO",France,8020,7200,11,18650,43
2009,12,SAIC,"Ken Dahlberg, Chairman and CEO",U.S.,7661,6503,18,10070,76
2009,13,ITT,"Steven Loranger, Chairman, President and CEO",U.S.,6282,4176,50,11694.8,53.7
2009,14,KBR,"William Utt, Chairman, President and CEO",U.S.,5997.1,5967,1,11581,51.8
2009,15,Honeywell,"David Cote, Chairman and CEO",U.S.,5313,5017,6,36556,14.5
2009,16,Almaz-Antei,"Vladislav Menshikov, Director",Russia,4335.2,2782.1,56,4616.8,93.9
2009,17,Rolls-Royce,"(Sir) John Rose, CEO",U.K.,4237.6,4402.8,-4,16950.6,25.2
2009,18,GE Aviation,"David Joyce, President and CEO",U.S.,4000,4500,-11,19200,20.8
2009,19,#NAME?,"Daniel Ustian, Chairman, President and CEO",U.S.,4000,429,832,14724,27.2
2009,20,MBDA Missile Systems,"Antoine Bouvier, CEO",France,3995,4124,-3,3995,100
2009,21,Computer Sciences Corp.,"Michael Laphen, Chairman, President and CEO",U.S.,3800,3600,6,16500,23
2009,22,Booz Allen Hamilton,"Ralph Shrader, Chairman and CEO",U.S.,3575,2930,22,4300,83.1
2009,23,Textron,"Lewis Campbell, Chairman and CEO",U.S.,3400,2500,36,14200,23.9
2009,24,URS,"Martin Koffel, CEO",U.S.,3370,2173,55,10086,33.4
2009,25,DCNS,"Patrick Boissier, President and CEO",France,3200,3837,-17,3200,100
2009,26,Mitsubishi Heavy Industries,"Hideaki Omiya, President",Japan,3137.5,2874,9,33728.7,9.3
2009,27,Safran,"Jean-Paul Herteman, CEO",France,3038.9,3156.3,-4,15193.2,20
2009,28,Saab Group,"Ake Svensson, President and CEO",Sweden,2932.7,2878.7,2,3651.2,80
2009,29,ATK,"Dan Murphy, Chairman, President and CEO",U.S.,2850,2670,7,4583.2,62.2
2009,30,QinetiQ,"Graham Love, CEO",U.K.,2588.5,2193.3,18,2783.4,93
2009,31,Rheinmetall AG,"Klaus Eberhardt, CEO",Germany,2535.4,2565,-1,5407.7,46.9
2009,32,Elbit Systems,"Joseph Ackerman, President and CEO",Israel,2506.1,1882.9,33,2638,95
2009,33,Harris,"Howard Lance, Chairman, President and CEO",U.S.,2465.7,1738.8,42,5311,46.4
2009,34,Rockwell Collins,"Clayton Jones, Chairman, President and CEO",U.S.,2351,2231,5,4769,49.3
2009,35,Israel Aerospace Industries,"Itzhak Nissan, President and CEO",Israel,2203,1937,14,3585,61.5
2009,36,Bechtel,"Riley Bechtel, Chairman and CEO",U.S.,2202.9,1648,34,31400,7
2009,37,Agility,"Tarek Abdul Aziz Sultan, Chairman and Ma-ging Director",Kuwait,2200,2000,10,6800,32.4
2009,38,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,2110.8,2404.1,-12,5525.5,38.2
2009,39,Krauss-Maffei Wegmann,"Frank Haun, Chairman and Ma-ging Director",Germany,2059.2,1914.7,8,2059.2,95
2009,40,Aviation Holding Company Sukhoi,"Mikhail Pogosyan, Director",Russia,2039.2,1715.4,19,2169.4,94
2009,41,Oshkosh Truck,"Robert Bohn, Chairman and CEO",U.S.,1991.9,1416.5,41,7138.3,27.9
2009,42,VT Group,"Paul Lester, CEO",U.K.,1960,1370,43,2700,72.6
2009,43,Cobham,"Allan Cook, CEO",U.K.,1932.4,1464.9,32,2720,71
2009,44,CACI Inter-tio-l,"Paul Cofoni, President and CEO",U.S.,1807.8,1393.7,30,2420.5,74.7
2009,45,Goodrich,"Marshall Larsen, Chairman, President and CEO",U.S.,1794,1600,12,7062,25.4
2009,46,Babcock Inter-tio-l Group,"Peter Rogers, CEO",U.K.,1755,1697.6,3,2700,65
2009,47,ManTech Inter-tio-l,"George Pedersen, Chairman and CEO",U.S.,1754.9,1351.1,30,1870.9,93.8
2009,48,Hindustan Aero-utics,"Ashok -ik, Chairman and Ma-ging Director",India,1585.1,1729.6,-8,1981.4,80
2009,49,Mitsubishi Electric,"Setsuhiro Shimomura, President and CEO",Japan,1554.7,843.3,84,36621.3,4.2
2009,50,Kawasaki Heavy Industries,"Tadaharu Ohashi, Chairman and President",Japan,1528.8,586.2,161,13375.1,11.4
2009,51,Rafael Advanced Defense Systems,"Yedidia Yaari, President and CEO",Israel,1528,1286,19,1528,100
2009,52,Serco,"Christopher Hyman, CEO",U.K.,1446.6,1460.9,-1,5786.2,25
2009,53,Force Protection,"Michael Moody, President and CEO",U.S.,1326.3,890.7,49,1326.3,100
2009,54,Singapore Technologies Engineering,"Tan Pheng Hock, President and CEO",Singapore,1247.6,1106.4,13,3780.7,33
2009,55,Tactical Missiles,"Boris Obnosov, Director",Russia,1152.6,1056,9,1213.3,95
2009,56,Irkut,"Oleg Demchenko, Director",Russia,1149.8,1184.3,-3,1255.2,91.6
2009,58,NEC,"Kaoru Yano, President",Japan,981.2,629.2,56,42121.9,2.3
2009,59,Indra Sistemas,"Javier MonzÃ³n, Executive Chairman",Spain,944,932,1,3284.4,28.7
2009,60,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,911.3,972.1,-6,3131.6,29.1
2009,61,Fluor,"Alan Boeckmann, Chairman and CEO",U.S.,864.6,558,55,22325.9,3.9
2009,62,Jacobs Engineering,"Craig Martin, President and CEO",U.S.,846.9,627,35,11252.2,7.5
2009,63,Meggitt,"Terry Twigger, CEO",U.K.,845.3,672.4,26,2151.3,39.3
2009,64,Russian Helicopters,"Andrei Shibitov, Director",Russia,845.1,723.9,17,1657.1,51
2009,65,VSE,"Maurice \""Mo\"" Gauthier",U.S.,831.7,538.5,54,1043.7,79.7
2009,66,Kongsberg Gruppen,"Walter Qvam, CEO",Norway,799.6,570.8,40,1986.1,40
2009,67,Battelle,"Jeffrey Wadsworth, President and CEO",U.S.,794,988,-20,4600,17.3
2009,68,Ruag,"Lukas Braunschweiler, CEO",Switzerland,777,569,37,1420,54.7
2009,69,Nexter Systems,"Luc Vigneron, CEO",France,766,776,-1,766,100
2009,70,Teledyne Technologies,"Robert Mehrabian, CEO",U.S.,754.2,664.5,13,1893,39.8
2009,71,Samsung Techwin,"ChangSuk Oh, President and CEO",South Korea,746.5,769,-3,2121.9,35.2
2009,72,GKN Group,"(Sir) Kevin Smith, CEO",U.K.,743.3,656.4,13,8562.5,8.6
2009,73,Ultra Electronics,"Douglas Caster, CEO",U.K.,735.9,611.5,20,955.6,77
2009,74,Bharat Electronics,"Ashwani Kumar Datt, Chairman and Ma-ging Director",India,733.1,892.7,-18,917.1,79.9
2009,75,ARINC,"John Belcher, Chairman and CEO",U.S.,702.8,505.2,39,1162.6,60.5
2009,76,SRA Inter-tio-l,"Stanton Sloane, President and CEO",U.S.,669.1,614.4,9,1506.9,44.4
2009,77,Curtiss-Wright,"Martin Be-nte, Chairman and CEO",U.S.,663,613,8,1831,36.2
2009,78,Israel Military Industries,"Avi Felder, Ma-ging Director",Israel,660,570,16,660,100
2009,79,CAE,"Robert Brown, President and CEO",Canada,649,543.4,19,1489.8,43.6
2009,80,Uralvagonzavod,"Oleg Siyenko, Director",Russia,646.8,400,62,1848.1,35
2009,81,Patria Oy,"Heikki Allonen, CEO",Finland,643,636,1,748,86
2009,82,Alion Science and Technology,"Bahman Atefi, Chairman and CEO",U.S.,639,642,0,739,86.5
2009,83,Cubic,"Walter Zable, Chairman, President and CEO",U.S.,607.8,641.1,-5,881.1,69
2009,84,KB Priborostroyeniya,"Igor Stepanichev, Acting Director",Russia,607,493.8,23,610,99.5
2009,85,FLIR,"Earl Lewis, Chairman, President and CEO",U.S.,600,382,57,1022,58.7
2009,86,Fincantieri - Cantieri -vali Italiani S.p.A.,"Giuseppe Bono, CEO",Italy,584.5,635.1,-8,4081.8,14.3
2009,87,Chemring Group,"David Price, CEO",U.K.,555,490,13,575,96.5
2009,88,Day & Zimmermann,"Harold Yoh, Chairman and CEO",U.S.,548.3,491.5,12,2324,23.6
2009,89,Ufa Enginebuilding,"Alexander Artyukhov, Director",Russia,541,588.6,-8,601,90
2009,90,AAR,"David Storch, Chairman and CEO",U.S.,516.9,379.2,36,1384.2,37.3
2009,91,#NAME?,"Edgar Fossheim, President and CEO",Norway,510.4,365.1,40,5946,8.5
2009,92,Embraer,Frederico Fleury Curado,Brazil,504.8,346.4,46,6335.2,8
2009,93,ASELSAN Elektronik Sa-yi ve Ticaret A.?.,"Cengiz Ergeneman, General Ma-ger",Turkey,488.2,423.3,15,535.5,91.2
2009,94,Korea Aerospace Industries,"Hong Kyung Kim, President and CEO",Korea,484.7,542.9,-11,790,61.4
2009,95,Fujitsu,"Kuniaki Nozoe, President",Japan,442.6,387.9,14,46891,0.9
2009,96,Ball Aerospace & Technologies,"David Taylor, President and CEO",U.S.,429,432,-1,746,57.5
2009,97,Hyundai Rotem,"Yeo-sung Lee, President and CEO",South Korea,414.2,400.7,3,2090.1,19.8
2009,98,Accenture,"William Green, Chairman and CEO",U.S.,400,304.2,31,23387,1.7
2009,99,RTI Systems Concern,"Sergei Tischenko, Director",Russia,396.1,313.5,26,471.5,84
2009,100,ViaSat,"Mark Dankberg, Chairman and CEO",U.S.,389,320,22,628,61.9
2008,1,Lockheed Martin,"Robert Stevens, President and CEO",U.S.,36090,34225,5,39620,91
2008,2,Boeing,"James McNerney, Chairman, President and CEO",U.S.,30800,29200,5,61530,50
2008,3,BAE Systems,"Mike Turner, CEO",U.K.,25070.6,20935.2,20,26967.6,93
2008,4,Northrop Grumman,"Ronald Sugar, Chairman and CEO",U.S.,23649,23332,1,30148,78.4
2008,5,Raytheon,"William Swanson, Chairman and CEO",U.S.,19500,18200,7,20291,96.1
2008,6,General Dynamics,"Nicholas Chabraja, Chairman and CEO",U.S.,18769,16570,13,24063,78
2008,7,EADS,"Thomas Enders and Louis Gallois, co-CEOs",Netherlands,13202.7,9120.3,45,52018.6,25.4
2008,8,L-3 Communications,"Michael Strianese, CEO",U.S.,9989.6,8549.2,17,12476.9,80.1
2008,9,Finmeccanica,"Pierfrancesco Guarguaglini, Chairman and CEO",Italy,9057.1,7125.7,27,16466.4,55
2008,10,United Technologies,"George David, Chairman and CEO",U.S.,7652.6,6832,12,47829,16
2008,11,Thales,"Denis Ranque, Chairman and CEO",France,6997.4,8523.3,-18,13598.8,51.5
2008,13,SAIC 2,"Ken Dahlberg, Chairman, CEO and President",U.S.,5800,5400,7,8300,69.9
2008,14,General Electric 3,"Jeffrey Immelt, Chairman and CEO",U.S.,4600,3500,31,15400,29.9
2008,16,Rolls-Royce,"Sir John Rose, CEO",U.K.,4062.3,3293.6,23,14007.8,29
2008,17,ITT,"Steve Gaffney, President of Defense",U.S.,3659.3,3220,14,7807.9,46.9
2008,18,DCNS,"Jean-Marie Poimboeuf, President and CEO",France,3564.7,3352,6,3564.7,100
2008,19,Computer Sciences Corp.,"Michael W. Laphen, Chairman, CEO and Director",U.S.,3530,3368.9,5,14615.6,24.2
2008,20,ATK 5,"Daniel Murphy, Chairman and CEO",U.S.,3066,2882,6,3565,86
2008,21,DRS Technologies 5,"Mark Newman, Chairman, President and CEO",U.S.,2736.5,1674.8,63,2821.2,97
2008,22,SAFRAN Group,"Jean-Paul BÃ©chat, CEO",France,2640.5,3074.8,-14,14958.7,17.7
2008,23,Saab Ã…ke,"Svensson, President and CEO",Sweden,2461.9,1941.4,27,3077.5,80
2008,24,Booz Allen Hamilton 5,"Ralph Shrader, Chairman and CEO",U.S.,2449,2183,12,4000,61.2
2008,25,Mitsubishi Heavy Industries 5 6,"Kazuo Tsukuda, President",Japan,2354.4,2055.9,15,26024.9,9
2008,26,Textron,"Lewis Campbell, Chairman, President and CEO",U.S.,2088,1400,49,11490,18.2
2008,27,Rockwell Collins 7,"Clayton Jones, Chairman, President and CEO",U.S.,2043,1810,13,3864,52.9
2008,28,Almaz-Antei 8,"Vladislav Menschikov, Director",Russia,2019.6,1567.5,29,2362.1,85.5
2008,29,EDS,"Michael Jordan, Chairman and CEO",U.S.,1940.6,1400,39,21300,9.1
2008,30,Rheinmetall,"Klaus Eberhardt, Executive Board Chairman",Germany,1907.8,1660.6,15,4791.3,39.8
2008,31,Armor Holdings,"Warren Kanders, Chairman and CEO",U.S.,1897.8,1188.6,60,2360.9,80.4
2008,32,URS 9,"Martin Koffel, Chairman, President and CEO",U.S.,1759,1729,2,4240,41.5
2008,33,Israel Aerospace Industries 10,"Itzhak Nissan, President and CEO",Israel,1746,1560,12,2813,62.1
2008,34,Hindustan Aeronautics 5,"Ashok Baweja, CEO",India,1665,1053,58,1850,90
2008,35,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,1649,2108.3,-22,4359.5,37.8
2008,36,QinetiQ 5,"Graham Love, CEO",U.K.,1513.3,1677.1,-10,1983.4,76.3
2008,37,Goodrich,"Marshall Larsen, Chairman, President and CEO",U.S.,1500,1500,0,5878,25.5
2008,38,Harris 11,"Howard Lance, Chairman, President and CEO",U.S.,1500,1500,0,3474.8,43.2
2008,39,Elbit Systems,"Joseph Ackerman, President, CEO and Director",Israel,1402,998,40,1520,92.2
2008,40,GKN Group 7,"Kevin Smith, CEO",U.K.,1376.3,743.4,85,6797.4,20.2
2008,41,Krauss-Maffei Wegmann,"Frank Haun, Chairman and CEO",Germany,1320.3,710.7,86,1320.3,100
2008,42,Oshkosh Truck 7,"Robert Bohn, Chairman, President and CEO",U.S.,1317.2,1061,24,3427,38.4
2008,43,CACI 11,"J.P. London, Chairman, President and CEO",U.S.,1282.6,1179.3,9,1755.3,73.1
2008,44,Bechtel Group 12,"Riley Bechtel, Chairman and CEO",U.S.,1264.5,1488.9,-15,20000.5,6.2
2008,45,VT Group 5,"Paul Lester, CEO",U.K.,1217.9,1273.2,-4,1739.8,70
2008,46,Cobham,"Allan Cook, CEO",U.K.,1214.7,877.6,38,1978.7,61.4
2008,47,Kawasaki Heavy Industries 5 6,"Tadaharu Ohashi, President",Japan,1107.7,1103.2,0,12201.4,9.1
2008,48,ManTech International,"George Pedersen, Chairman and CEO",U.S.,1082.6,930.3,16,1137.2,95.2
2008,49,Rafael Armament Development Authority,"Yedidia Yaari, President and General Manager",Israel,1056.3,845.7,25,1056.3,100
2008,50,Mitsubishi Electric 5 6,"Setsuhiro Shimomura, President",Japan,998.3,971.4,3,30568.2,3.3
2008,51,Nexter,"Luc Vigneron, Chairman and CEO",France,950.6,865.8,10,950.6,100
2008,52,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,949.8,689.9,38,2878.2,33
2008,53,Washington Group International,"Stephen Hanks, President and CEO",U.S.,907.3,952,-5,3398.1,26.7
2008,54,ST Engineering,"Tan Pheng Hock, President and CEO",Singapore,906.8,921.8,-2,2925.2,31
2008,55,Babcock International Group 5,"Peter Rogers, CEO",U.K.,858.9,563.7,52,1455.7,59
2008,56,Battelle 7,"Carl Kohrt, President and CEO",U.S.,840,746,13,3815.1,22
2008,57,Indra Sistemas,"Javier MonzÃ³n, CEO",Spain,792.2,303.3,161,1584.3,50
2008,58,Bharat Electronics 5,"V. V. R. Sastry, Chairman and Managing Director",India,781.6,541.8,44,977,80
2008,59,NEC 5 6,"Kaoru Yano, President",Japan,704.8,917,-23,39460,1.8
2008,60,EDO,"James Smith, Chairman, President and CEO",U.S.,686,623,10,715.2,95.9
2008,61,Tactical Missiles 8,"Boris Obnosov, Director",Russia,674.8,423.8,59,710.4,95
2008,62,Fincantieri,"Giuseppe Bono, CEO",Italy,652.9,576.2,13,3256.7,20
2008,63,The Aerospace Corp.,"William Ballhaus, President and CEO",U.S.,637.3,580.9,10,719.7,88.6
2008,64,Jacobs Engineering Group 7 12,"Noel Watson, Chairman and CEO",U.S.,504.8,479,5,7421.3,6.8
2008,65,Aviation Holding Company Sukhoi 8,"Mikhail Pogosyan, Director",Russia,625.6,514.8,22,742.1,84.3
2008,66,Patria,"Jorma Wiitakorpi, CEO",Finland,622.5,360,73,732.1,85
2008,67,Irkut 8,"Oleg Demchenko, Director",Russia,590.6,687,-14,641.5,92.1
2008,68,MiG 8,"Alexei Fyodorov, Director",Russia,587.3,403,46,596.2,98.5
2008,69,Tenix Defence 11,"Greg Hayes, CEO",Australia,584.1,602,-3,1095.2,53.3
2008,70,Teledyne Technologies,"Robert Mehrabian, Chairman, President and CEO",U.S.,569.4,510.6,12,1433.2,39.7
2008,71,Cubic 7,"Walter Zable, Chairman, President and CEO",U.S.,564.4,543.4,4,821.4,68.7
2008,72,AAI,"Frederick Strader, President and CEO",U.S.,564,480,18,564,100
2008,74,Ultra Electronic Holdings,"Douglas Caster, CEO",U.K.,561.3,519,8,738.6,76
2008,75,Curtiss-Wright,"Martin Benante, Chairman and CEO",U.S.,549,520,6,1282.2,42.8
2008,77,Ruag Suisse,"Ko-ad Peter, Chairman",Switzerland,545.6,580.7,-6,1023.2,53.3
2008,78,ARINC,"John Belcher, Chairman and CEO",U.S.,537.5,330.1,63,918.8,58.5
2008,79,Korea Aerospace Industries,"Jeong Hae Ju, President and CEO",South Korea,532,595.6,-11,705,75.5
2008,80,Severnaya Verf 8,"Andrei Fomichev, Director",Russia,526.4,436.1,21,658,80
2008,81,Aerospace Equipment 8,"Sergei Bodrunov, Director",Russia,518.3,397.3,30,730,71
2008,82,Meggitt,"Terry Twigger, CEO",U.K.,511.9,625.4,-18,1312.6,39
2008,83,CAE 5,"Robert Brown, President and CEO",Canada,489.6,452.3,8,1082.4,45.2
2008,84,Israel Military Industries,"Avi Felderi, Managing Director",Israel,481.6,379,27,481.6,100
2008,85,Kongsberg Gruppen,"Jan Erik KorssjÃ¸en, CEO",Norway,481.2,390.8,23,1078.9,44.6
2008,87,BearingPoint,"Harry You, CEO",U.S.,414,405.6,2,3450,12
2008,88,Ball 3,"David Taylor, President and CEO",U.S.,412.3,361.4,14,6621.5,6.2
2008,90,Fujitsu 5 6,"Hiroaki Kurokawa, President",Japan,374,266.2,40,581,64.4
2008,92,Toshiba 5 6,"Atsutoshi Nishida, President and CEO",Japan,358.8,421.1,-15,53801,0.7
2008,94,MMPP Salyut 8,"Yuri Yeliseyev, Director",Russia,351.1,346.2,1,425.5,82.5
2008,95,Orbital Sciences,"David Thompson, Chairman and CEO",U.S.,321.2,350,-8,803,40
2008,96,IHI 5 6,"Mototsugu Ito, President",Japan,310,296,5,10466,3
2008,97,Aselsan,"Cengiz Ergeneman, General Manager",Turkey,308.5,279.3,10,341.1,90.4
2008,98,Komatsu 5 6,"Masahiro Sakane, President and CEO",Japan,307.9,287.5,7,16058,1.9
2008,99,Admiralteiskiye Verfi 8,"Vladimir Alexandrov, Director",Russia,304.6,644.6,-53,385,79.1
2007,1,Lockheed Martin,"Robert Stevens, President and CEO",U.S.,34225,34050,1,37213,98
2007,2,Boeing,"James McNerney, Chairman, President and CEO",U.S.,29200,30464,-4,54845,56.1
2007,3,Northrop Grumman,"Ronald Sugar, Chairman and CEO",U.S.,23332,22126,5,30700,76
2007,4,BAE Systems,"Mike Turner, CEO",U.K.,20935.2,20344,3,26500.2,79
2007,5,Raytheon,"William Swanson, Chairman and CEO",U.S.,18200,18771,-3,21900,83.1
2007,6,General Dynamics,"Nicholas Chabraja, Chairman and CEO",U.S.,16570,15000,10,21244,78
2007,7,EADS,"Thomas Enders and NoÃ«l Forgeard, co-CEOs",Netherlands,9120.3,10505.9,-13,40508.2,22.5
2007,8,L-3 Communications,"Michael Strianese, interim CEO",U.S.,8549.2,6133.8,39,9444.7,90.5
2007,9,Thales,"Denis Ranque, Chairman and CEO",France,8523.3,8868.6,-4,12176.1,70
2007,10,Halliburton 1,"David Lesar, Chairman, President and CEO",U.S.,7552,8000,-6,20994,36
2007,11,Finmeccanica,"Pier Francesco Guarguaglini, Chairman and CEO",Italy,7125.7,7670.6,-7,12728.1,56
2007,12,United Techologies,"George David, Chairman and CEO",U.S.,6832,6740,1,42700,16
2007,13,Science Applications International Corp. 2,"Ken Dahlberg, Chairman, CEO and President",U.S.,5400,4686,15,7792,69.3
2007,14,General Electric 3,"Jeffrey Immelt, Chairman and CEO",U.S.,3500,3400,3,149700,2.3
2007,15,Computer Sciences Corp. 4,"Van Honeycutt, Chairman and CEO",U.S.,3368.9,3779,-11,14615.6,23.1
2007,16,DCN,"Jean-Marie Poimboeuf, President and CEO",France,3352,3547.4,-6,3352,100
2007,17,Rolls-Royce,"Sir John Rose, CEO",U.K.,3293.6,3069,7,11357.2,29
2007,18,ITT Industries,"Steven Loranger, Chairman, President and CEO",U.S.,3220,2414,33,7400,43.5
2007,19,SAFRAN Group,"Jean-Paul Bechat, CEO",France,3074.8,3192.1,-4,12527.9,24.5
2007,20,ATK 4,"Daniel Murphy, Chairman and CEO",U.S.,2882,2516,15,3217,89.6
2007,21,Booz Allen Hamilton 4,"Ralph Shrader, Chairman and CEO",U.S.,2183,1767,24,3700,59
2007,22,Dassault Aviation,"Charles Edelstenne, Chairman and CEO",France,2108.3,1828.3,15,4062.7,51.9
2007,23,Mitsubishi Heavy Industries 4 5,"Kazuo Tsukuda, President",Japan,2055.9,2516.7,-18,23750,8.7
2007,24,Saab,"Ã…ke Svensson, President and CEO",Sweden,1941.4,1900,2,2426.9,80
2007,25,Rockwell Collins 6,"Clayton Jones, Chairman, President and CEO",U.S.,1810,1535,18,3445,52.5
2007,26,URS 7,"Martin Koffel, Chairman, President and CEO",U.S.,1729,1460,18,3918,44.1
2007,27,QinetiQ 4 8,"Graham Love, CEO",U.K.,1677.1,1399.1,20,1973,85
2007,28,DRS Technologies 4,"Mark Newman, Chairman, President and CEO",U.S.,1674.8,1258,33,1735.5,96.5
2007,29,Rheinmetall,"Klaus Eberhardt, Executive Board Chairman",Germany,1660.6,1882.8,-12,4091.1,40.6
2007,30,Almaz-Antei 9,"Vladislav Menschikov, Director",Russia,1567.5,929,69,1741.7,90
2007,31,Israel Aircraft Industries,"Yitzhak Nissan, President and CEO",Israel,1560,1379,13,2341,66.6
2007,32,Honeywell 10,"David Cote, Chairman and CEO",U.S.,1504.8,1382.5,9,27653,5.4
2007,33,Harris 11,"Howard Lance, Chairman, President and CEO",U.S.,1500,1445,4,3000,50
2007,34,Goodrich,"Marshall Larsen, Chairman, President and CEO",U.S.,1500,1400,7,5396,27.8
2007,35,Bechtel Group 12,"Riley Bechtel, Chairman and CEO",U.S.,1486.9,1742.5,-15,18100,8.2
2007,36,Textron,"Lewis Campbell, Chairman, President and CEO",U.S.,1400,1500,-7,10000,14
2007,37,EDS,"Michael Jordan, Chairman and CEO",U.S.,1400,1538.3,-9,19800,7.1
2007,38,Smiths Group 13 14,"Keith Butler-Wheelhouse, CEO",U.K.,1362.7,1243.1,10,5450.7,25
2007,39,Anteon 15,"Joseph Kampf, President and CEO",U.S.,1298.3,1124.8,15,1490,87.1
2007,40,VT Group 4,"Paul Lester, CEO",U.K.,1273.2,1048.4,21,1591.5,80
2007,41,Armor Holdings,"Warren Kanders, Chairman and CEO",U.S.,1188.6,605,96,1536,77.4
2007,42,CACI 11,"J.P. London, Chairman, President and CEO",U.S.,1179.3,771.9,53,1623.1,72.7
2007,43,Kawasaki Heavy Industries 4 5,"Tadaharu Ohashi, President",Japan,1103.2,1329,-17,11249.2,9.8
2007,44,Oshkosh Truck 6,"Robert Bohn, Chairman, President and CEO",U.S.,1061,905,17,2959,35.9
2007,45,Hindustan Aeronautics 4,"Ashok Baweja, Chairman and Managing Director",India,1053,918,15,1170,90
2007,46,Elbit Systems,"Joseph Ackerman, President, CEO and Director",Israel,998,876.3,14,1070,93.3
2007,47,Mitsubishi Electric 4 5,"Setsuhiro Shimomura, President",Japan,971.4,959.8,1,30657.6,3.2
2007,48,Ericsson,"Carl-He-ic Svanberg, President and CEO",Sweden,953.7,600,59,19074.2,5
2007,49,Washington Group International,"Stephen Hanks, President and CEO",U.S.,952,1109.7,-14,3188.5,29.9
2007,50,ThyssenKrupp 14,"Ekkehard Schulz, CEO",Germany,946.6,1028.8,-8,49822.7,1.9
2007,51,ManTech International,"George Pedersen, Chairman and CEO",U.S.,930.3,773.3,20,980.3,94.9
2007,52,ST Engineering,"Tan Pheng Hock, President and CEO",Singapore,922,882.6,4,2004.4,46
2007,53,NEC 4 5,"Kaoru Yano, President",Japan,917,842.6,9,41041.1,2.2
2007,55,Cobham,"Allan Cook, CEO",U.K.,877.6,946.9,-7,1720.8,51
2007,56,GIAT Industries,"Luc Vigneron, Chairman and CEO",France,865.8,804.9,8,865.8,100
2007,57,Rafael Armament Development Authority,"Yedidia Yaari, President and General Manager",Israel,845.7,800,6,845.7,100
2007,58,Kongsberg Gruppen,"Jan Erik KorssjÃ¸en, CEO",Norway,798.7,478,67,840.7,95
2007,59,Battelle 6,"Carl Kohrt, President and CEO",U.S.,746,581,28,3400,21.9
2007,60,GKN Group 6,"Kevin Smith, CEO",U.K.,743.4,791.7,-6,6194.8,12
2007,61,Stewart & Stevenson Services 16,"Max Lukens, President and CEO",U.S.,724,549,32,726,99.7
2007,62,Krauss-Maffei Wegmann,"Frank Haun, Chairman and CEO",Germany,710.7,818.6,-13,710.7,100
2007,63,Diehl Stiftung,"Thomas Diehl, President and CEO",Germany,689.9,781,-12,1954.3,35.3
2007,64,Irkut 9,"Oleg Demchenko, Director",Russia,687,624.5,10,861.8,79.7
2007,65,Admiralteiskiye Verfi 9,"Vladimir Alexandrov, Director",Russia,644.6,354.4,82,678.5,95
2007,66,Meggitt,"Terry Twigger, CEO",U.K.,625.4,415.3,51,1060,59
2007,67,EDO,"James Smith, Chairman, President and CEO",U.S.,623,489,27,648,96.1
2007,68,Tenix Defence 11,"Robert Salteri, CEO",Australia,602,495.3,22,762,79
2007,69,Korea Aerospace Industries 14,"Hae Joo Chung, President and CEO",South Korea,595.6,557.8,7,668.5,89.1
2007,70,MITRE 6,"Martin Faga, President and CEO",U.S.,584.7,592.1,-1,962.1,60.8
2007,71,The Aerospace Corp. 6,"William Ballhaus, President and CEO",U.S.,580.9,524,11,663.9,87.5
2007,72,Ruag Suisse 14,"Ko-ad Peter, Chairman",Switzerland,580.7,1082.8,-46,907.3,64
2007,73,Fincantieri,"Giuseppe Bono, CEO",Italy,576.2,615.3,-6,2687.3,21.4
2007,74,Babcock International Group 4,"Peter Rogers, CEO",U.K.,563.7,761.5,-26,1428,39.5
2007,75,Cubic 6,"Walter Zable, Chairman, President and CEO",U.S.,543.4,452.9,20,804,67.6
2007,76,Bharat Electronics 4,"Y. Gopala Rao, Chairman and Managing Director",India,541.8,519.4,4,774,70
2007,78,Curtiss-Wright,"Martin Benante, Chairman and CEO",U.S.,520,440,18,1131,46
2007,79,Ultra Electronic Holdings,"Douglas Caster, CEO",U.K.,519,473.2,10,589.2,88.1
